filepath,species_code,common_name,vocalization_type,quality_rating,duration,source
audio/xc/114939.mp3,least_sandpiper,Least Sandpiper,call,4,2:57,xeno-canto
audio/xc/1078021.mp3,least_sandpiper,Least Sandpiper,call,3,0:31,xeno-canto
audio/xc/1078019.mp3,least_sandpiper,Least Sandpiper,call,3,0:56,xeno-canto
audio/xc/1078010.mp3,least_sandpiper,Least Sandpiper,call,3,0:14,xeno-canto
audio/xc/1077843.mp3,least_sandpiper,Least Sandpiper,call,3,0:16,xeno-canto
audio/xc/1022224.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:05,xeno-canto
audio/xc/1022223.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:14,xeno-canto
audio/xc/1021194.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:03,xeno-canto
audio/xc/1021193.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:11,xeno-canto
audio/xc/1021192.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:07,xeno-canto
audio/xc/1021191.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:19,xeno-canto
audio/xc/1021190.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:03,xeno-canto
audio/xc/1021189.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:17,xeno-canto
audio/xc/1021188.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:12,xeno-canto
audio/xc/1021187.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:07,xeno-canto
audio/xc/1021186.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:03,xeno-canto
audio/xc/1021185.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:10,xeno-canto
audio/xc/1021184.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:02,xeno-canto
audio/xc/1021181.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,3,0:55,xeno-canto
audio/xc/1021179.mp3,least_sandpiper,Least Sandpiper,flight call,3,0:11,xeno-canto
audio/xc/1021178.mp3,least_sandpiper,Least Sandpiper,flight call,3,0:13,xeno-canto
audio/xc/1021177.mp3,least_sandpiper,Least Sandpiper,flight call,3,0:12,xeno-canto
audio/xc/1021176.mp3,least_sandpiper,Least Sandpiper,flight call,3,0:07,xeno-canto
audio/xc/1021175.mp3,least_sandpiper,Least Sandpiper,flight call,3,0:12,xeno-canto
audio/xc/780820.mp3,least_sandpiper,Least Sandpiper,call,3,0:18,xeno-canto
audio/xc/338294.mp3,least_sandpiper,Least Sandpiper,flight call,3,0:14,xeno-canto
audio/xc/159208.mp3,least_sandpiper,Least Sandpiper,call,3,0:23,xeno-canto
audio/xc/1021195.mp3,least_sandpiper,Least Sandpiper,nocturnal flight call,2,0:06,xeno-canto
audio/xc/159252.mp3,least_sandpiper,Least Sandpiper,call,2,0:25,xeno-canto
audio/xc/1012645.mp3,white-rumped_sandpiper,White-rumped Sandpiper,nocturnal flight call,4,0:14,xeno-canto
audio/xc/639603.mp3,white-rumped_sandpiper,White-rumped Sandpiper,"call, flight call",4,0:15,xeno-canto
audio/xc/158643.mp3,white-rumped_sandpiper,White-rumped Sandpiper,"call, song",4,0:10,xeno-canto
audio/xc/158636.mp3,white-rumped_sandpiper,White-rumped Sandpiper,"call, song",4,0:37,xeno-canto
audio/xc/158644.mp3,white-rumped_sandpiper,White-rumped Sandpiper,"call, song",3,7:30,xeno-canto
audio/xc/158642.mp3,white-rumped_sandpiper,White-rumped Sandpiper,flight call,3,0:08,xeno-canto
audio/xc/549233.mp3,pectoral_sandpiper,Pectoral Sandpiper,call,2,0:09,xeno-canto
audio/xc/477041.mp3,semipalmated_sandpiper,Semipalmated Sandpiper,flight call,4,0:05,xeno-canto
audio/xc/158518.mp3,semipalmated_sandpiper,Semipalmated Sandpiper,call,4,0:04,xeno-canto
audio/xc/160404.mp3,semipalmated_sandpiper,Semipalmated Sandpiper,"call, chase calls",3,0:17,xeno-canto
audio/xc/158639.mp3,semipalmated_sandpiper,Semipalmated Sandpiper,song,3,0:05,xeno-canto
audio/xc/158638.mp3,semipalmated_sandpiper,Semipalmated Sandpiper,flight call,3,0:18,xeno-canto
audio/xc/433226.mp3,western_sandpiper,Western Sandpiper,call,4,1:00,xeno-canto
audio/xc/210110.mp3,western_sandpiper,Western Sandpiper,flight call,4,0:22,xeno-canto
audio/xc/159517.mp3,western_sandpiper,Western Sandpiper,call,4,2:01,xeno-canto
audio/xc/302648.mp3,western_sandpiper,Western Sandpiper,call,3,0:08,xeno-canto
audio/xc/160828.mp3,long-billed_dowitcher,Long-billed Dowitcher,call,5,1:13,xeno-canto
audio/xc/509711.mp3,long-billed_dowitcher,Long-billed Dowitcher,call,4,1:28,xeno-canto
audio/xc/182165.mp3,long-billed_dowitcher,Long-billed Dowitcher,flight call,4,1:36,xeno-canto
audio/xc/1020814.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, call, flight call, song, godwit-like",5,0:37,xeno-canto
audio/xc/1020813.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, song",5,0:22,xeno-canto
audio/xc/1020807.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,5,0:19,xeno-canto
audio/xc/1013205.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,5,0:05,xeno-canto
audio/xc/1013204.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,5,0:21,xeno-canto
audio/xc/1013203.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,5,0:03,xeno-canto
audio/xc/872709.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, flight call, alternate breeding ground call",5,0:17,xeno-canto
audio/xc/872706.mp3,short-billed_dowitcher,Short-billed Dowitcher,alternate breeding ground call,5,0:25,xeno-canto
audio/xc/872705.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,5,0:07,xeno-canto
audio/xc/872704.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, song",5,0:10,xeno-canto
audio/xc/872703.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,5,0:11,xeno-canto
audio/xc/872702.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, song",5,0:30,xeno-canto
audio/xc/872701.mp3,short-billed_dowitcher,Short-billed Dowitcher,"song, alternate breeding ground call",5,0:34,xeno-canto
audio/xc/872700.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,5,0:26,xeno-canto
audio/xc/872699.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,5,0:07,xeno-canto
audio/xc/872698.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, call",5,0:15,xeno-canto
audio/xc/872668.mp3,short-billed_dowitcher,Short-billed Dowitcher,alarm call,5,0:27,xeno-canto
audio/xc/872660.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, flight call, song",5,0:20,xeno-canto
audio/xc/872655.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,5,0:06,xeno-canto
audio/xc/872652.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, song",5,0:21,xeno-canto
audio/xc/76195.mp3,short-billed_dowitcher,Short-billed Dowitcher,alarm call,5,0:20,xeno-canto
audio/xc/76194.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, song",5,0:19,xeno-canto
audio/xc/76193.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, song",5,0:16,xeno-canto
audio/xc/76192.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, song",5,0:08,xeno-canto
audio/xc/76191.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,5,0:20,xeno-canto
audio/xc/1020809.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:34,xeno-canto
audio/xc/1020808.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:11,xeno-canto
audio/xc/1020806.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:17,xeno-canto
audio/xc/1020805.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:09,xeno-canto
audio/xc/1020804.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:03,xeno-canto
audio/xc/1020803.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:09,xeno-canto
audio/xc/1020802.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:08,xeno-canto
audio/xc/1020801.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:18,xeno-canto
audio/xc/1020800.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:09,xeno-canto
audio/xc/1020799.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:18,xeno-canto
audio/xc/1020797.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, flight call, pee",4,0:38,xeno-canto
audio/xc/1020796.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, flight call, pee",4,0:04,xeno-canto
audio/xc/1020795.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, flight call, pee",4,0:41,xeno-canto
audio/xc/1013202.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:23,xeno-canto
audio/xc/1013200.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:10,xeno-canto
audio/xc/1013199.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,4,0:17,xeno-canto
audio/xc/1013198.mp3,short-billed_dowitcher,Short-billed Dowitcher,"song, grunt",4,0:03,xeno-canto
audio/xc/1013197.mp3,short-billed_dowitcher,Short-billed Dowitcher,"flight call, taking off",4,0:01,xeno-canto
audio/xc/1013196.mp3,short-billed_dowitcher,Short-billed Dowitcher,"flight call, taking off",4,0:02,xeno-canto
audio/xc/1013194.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,4,0:03,xeno-canto
audio/xc/872647.mp3,short-billed_dowitcher,Short-billed Dowitcher,aberrant,4,0:05,xeno-canto
audio/xc/76196.mp3,short-billed_dowitcher,Short-billed Dowitcher,song,4,0:27,xeno-canto
audio/xc/1078015.mp3,short-billed_dowitcher,Short-billed Dowitcher,call,3,0:48,xeno-canto
audio/xc/1022587.mp3,short-billed_dowitcher,Short-billed Dowitcher,nocturnal flight call,3,0:15,xeno-canto
audio/xc/1020812.mp3,short-billed_dowitcher,Short-billed Dowitcher,nocturnal flight call,3,0:51,xeno-canto
audio/xc/1020811.mp3,short-billed_dowitcher,Short-billed Dowitcher,nocturnal flight call,3,0:11,xeno-canto
audio/xc/1020810.mp3,short-billed_dowitcher,Short-billed Dowitcher,"flight call, nocturnal flight call",3,0:06,xeno-canto
audio/xc/1020798.mp3,short-billed_dowitcher,Short-billed Dowitcher,"alarm call, pee",3,0:01,xeno-canto
audio/xc/210118.mp3,short-billed_dowitcher,Short-billed Dowitcher,flight call,3,0:01,xeno-canto
audio/xc/158509.mp3,short-billed_dowitcher,Short-billed Dowitcher,call,3,0:23,xeno-canto
audio/xc/1078017.mp3,short-billed_dowitcher,Short-billed Dowitcher,"call, song",2,1:01,xeno-canto
audio/xc/1013195.mp3,short-billed_dowitcher,Short-billed Dowitcher,"flight call, taking off",2,0:01,xeno-canto
audio/xc/1013193.mp3,short-billed_dowitcher,Short-billed Dowitcher,"flight call, song",2,0:24,xeno-canto
audio/xc/1028236.mp3,american_woodcock,American Woodcock,song,5,1:26,xeno-canto
audio/xc/1028235.mp3,american_woodcock,American Woodcock,song,5,0:25,xeno-canto
audio/xc/1028234.mp3,american_woodcock,American Woodcock,song,5,0:35,xeno-canto
audio/xc/1028233.mp3,american_woodcock,American Woodcock,song,5,0:28,xeno-canto
audio/xc/1028232.mp3,american_woodcock,American Woodcock,song,5,0:22,xeno-canto
audio/xc/1028227.mp3,american_woodcock,American Woodcock,displaying,5,0:29,xeno-canto
audio/xc/1028226.mp3,american_woodcock,American Woodcock,displaying,5,0:16,xeno-canto
audio/xc/1028225.mp3,american_woodcock,American Woodcock,displaying,5,0:18,xeno-canto
audio/xc/1014069.mp3,american_woodcock,American Woodcock,"flight call, song, peent, twitter in flight",5,2:21,xeno-canto
audio/xc/990410.mp3,american_woodcock,American Woodcock,"nocturnal flight call, song",5,1:02,xeno-canto
audio/xc/906713.mp3,american_woodcock,American Woodcock,call,5,0:10,xeno-canto
audio/xc/837811.mp3,american_woodcock,American Woodcock,song,5,1:48,xeno-canto
audio/xc/613720.mp3,american_woodcock,American Woodcock,call,5,0:42,xeno-canto
audio/xc/476517.mp3,american_woodcock,American Woodcock,"song, display flight",5,1:01,xeno-canto
audio/xc/1028228.mp3,american_woodcock,American Woodcock,song,4,0:06,xeno-canto
audio/xc/1028224.mp3,american_woodcock,American Woodcock,displaying,4,0:10,xeno-canto
audio/xc/1022790.mp3,american_woodcock,American Woodcock,"flight call, song, display",4,0:46,xeno-canto
audio/xc/1022789.mp3,american_woodcock,American Woodcock,"flight call, song, display",4,0:54,xeno-canto
audio/xc/1022788.mp3,american_woodcock,American Woodcock,"flight call, song, display",4,0:39,xeno-canto
audio/xc/1022787.mp3,american_woodcock,American Woodcock,song,4,0:29,xeno-canto
audio/xc/1022786.mp3,american_woodcock,American Woodcock,song,4,0:46,xeno-canto
audio/xc/1022784.mp3,american_woodcock,American Woodcock,"flight call, song, display",4,0:47,xeno-canto
audio/xc/1022782.mp3,american_woodcock,American Woodcock,"flight call, song, display",4,0:55,xeno-canto
audio/xc/1014067.mp3,american_woodcock,American Woodcock,"song, peent",4,0:36,xeno-canto
audio/xc/1014066.mp3,american_woodcock,American Woodcock,"flight call, twitter in flight",4,0:03,xeno-canto
audio/xc/986475.mp3,american_woodcock,American Woodcock,song,4,3:21,xeno-canto
audio/xc/986474.mp3,american_woodcock,American Woodcock,song,4,1:47,xeno-canto
audio/xc/980653.mp3,american_woodcock,American Woodcock,"call, nocturnal flight call",4,1:58,xeno-canto
audio/xc/922736.mp3,american_woodcock,American Woodcock,song,4,3:16,xeno-canto
audio/xc/898057.mp3,american_woodcock,American Woodcock,"call, flight call, song",4,2:14,xeno-canto
audio/xc/725479.mp3,american_woodcock,American Woodcock,uncertain,4,4:16,xeno-canto
audio/xc/725478.mp3,american_woodcock,American Woodcock,uncertain,4,3:30,xeno-canto
audio/xc/725477.mp3,american_woodcock,American Woodcock,uncertain,4,3:49,xeno-canto
audio/xc/308295.mp3,american_woodcock,American Woodcock,"call, song",4,1:45,xeno-canto
audio/xc/134501.mp3,american_woodcock,American Woodcock,call,4,1:06,xeno-canto
audio/xc/15173.mp3,american_woodcock,American Woodcock,peent,4,0:17,xeno-canto
audio/xc/15171.mp3,american_woodcock,American Woodcock,peent,4,0:53,xeno-canto
audio/xc/1022785.mp3,american_woodcock,American Woodcock,song,3,0:57,xeno-canto
audio/xc/1022783.mp3,american_woodcock,American Woodcock,song,3,1:08,xeno-canto
audio/xc/1022781.mp3,american_woodcock,American Woodcock,nocturnal flight call,3,0:41,xeno-canto
audio/xc/1022780.mp3,american_woodcock,American Woodcock,nocturnal flight call,3,0:18,xeno-canto
audio/xc/1022779.mp3,american_woodcock,American Woodcock,"flight call, song, twitter",3,0:11,xeno-canto
audio/xc/1022778.mp3,american_woodcock,American Woodcock,"flight call, song, display",3,0:08,xeno-canto
audio/xc/1022777.mp3,american_woodcock,American Woodcock,song,3,2:35,xeno-canto
audio/xc/1022776.mp3,american_woodcock,American Woodcock,"flight call, song, twitter",3,0:41,xeno-canto
audio/xc/1022775.mp3,american_woodcock,American Woodcock,"flight call, song, twitter",3,1:00,xeno-canto
audio/xc/1022774.mp3,american_woodcock,American Woodcock,"flight call, song, twitter",3,0:30,xeno-canto
audio/xc/1022773.mp3,american_woodcock,American Woodcock,"flight call, song, twitter",3,0:38,xeno-canto
audio/xc/1021156.mp3,american_woodcock,American Woodcock,"song, display",3,0:21,xeno-canto
audio/xc/1021155.mp3,american_woodcock,American Woodcock,"song, display",3,1:01,xeno-canto
audio/xc/1021154.mp3,american_woodcock,American Woodcock,"song, display",3,0:52,xeno-canto
audio/xc/986473.mp3,american_woodcock,American Woodcock,song,3,1:39,xeno-canto
audio/xc/956600.mp3,american_woodcock,American Woodcock,song,3,1:51,xeno-canto
audio/xc/956598.mp3,american_woodcock,American Woodcock,song,3,5:20,xeno-canto
audio/xc/805392.mp3,american_woodcock,American Woodcock,nocturnal flight call,3,0:05,xeno-canto
audio/xc/800404.mp3,american_woodcock,American Woodcock,call,3,2:11,xeno-canto
audio/xc/546222.mp3,american_woodcock,American Woodcock,call,3,1:41,xeno-canto
audio/xc/546220.mp3,american_woodcock,American Woodcock,call,3,1:22,xeno-canto
audio/xc/473284.mp3,american_woodcock,American Woodcock,flight call,3,0:02,xeno-canto
audio/xc/237821.mp3,american_woodcock,American Woodcock,song,3,0:36,xeno-canto
audio/xc/1028231.mp3,american_woodcock,American Woodcock,song,2,0:14,xeno-canto
audio/xc/1028230.mp3,american_woodcock,American Woodcock,song,2,0:11,xeno-canto
audio/xc/1028229.mp3,american_woodcock,American Woodcock,song,2,0:35,xeno-canto
audio/xc/407173.mp3,american_woodcock,American Woodcock,call,2,0:24,xeno-canto
audio/xc/1033294.mp3,wilson's_snipe,Wilson's Snipe,song,5,0:10,xeno-canto
audio/xc/1020648.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",5,0:07,xeno-canto
audio/xc/1014887.mp3,wilson's_snipe,Wilson's Snipe,"flight call, display",5,0:28,xeno-canto
audio/xc/1014886.mp3,wilson's_snipe,Wilson's Snipe,"aberrant, alarm call, call",5,0:06,xeno-canto
audio/xc/1014493.mp3,wilson's_snipe,Wilson's Snipe,"song, song from the ground",5,0:14,xeno-canto
audio/xc/1012875.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, displaying in flight",5,1:12,xeno-canto
audio/xc/1012874.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, song from the ground and displaying in flight",5,1:02,xeno-canto
audio/xc/1012732.mp3,wilson's_snipe,Wilson's Snipe,song,5,1:08,xeno-canto
audio/xc/806080.mp3,wilson's_snipe,Wilson's Snipe,duet,5,0:24,xeno-canto
audio/xc/609619.mp3,wilson's_snipe,Wilson's Snipe,song,5,0:36,xeno-canto
audio/xc/606786.mp3,wilson's_snipe,Wilson's Snipe,flight call,5,0:27,xeno-canto
audio/xc/606785.mp3,wilson's_snipe,Wilson's Snipe,call,5,0:19,xeno-canto
audio/xc/379001.mp3,wilson's_snipe,Wilson's Snipe,alarm call,5,0:33,xeno-canto
audio/xc/335703.mp3,wilson's_snipe,Wilson's Snipe,song,5,2:16,xeno-canto
audio/xc/325933.mp3,wilson's_snipe,Wilson's Snipe,"call, ground call",5,1:02,xeno-canto
audio/xc/320744.mp3,wilson's_snipe,Wilson's Snipe,song,5,0:32,xeno-canto
audio/xc/187231.mp3,wilson's_snipe,Wilson's Snipe,song,5,0:05,xeno-canto
audio/xc/187230.mp3,wilson's_snipe,Wilson's Snipe,song,5,0:10,xeno-canto
audio/xc/185863.mp3,wilson's_snipe,Wilson's Snipe,song,5,1:20,xeno-canto
audio/xc/179591.mp3,wilson's_snipe,Wilson's Snipe,aerial display,5,0:17,xeno-canto
audio/xc/1020670.mp3,wilson's_snipe,Wilson's Snipe,"song, ground-song",4,0:05,xeno-canto
audio/xc/1020669.mp3,wilson's_snipe,Wilson's Snipe,"song, ground-song",4,0:11,xeno-canto
audio/xc/1020668.mp3,wilson's_snipe,Wilson's Snipe,"song, ground-song",4,0:14,xeno-canto
audio/xc/1020667.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, ground-song",4,0:14,xeno-canto
audio/xc/1020665.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:53,xeno-canto
audio/xc/1020664.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:12,xeno-canto
audio/xc/1020663.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:39,xeno-canto
audio/xc/1020662.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:41,xeno-canto
audio/xc/1020661.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:37,xeno-canto
audio/xc/1020660.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:39,xeno-canto
audio/xc/1020659.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:47,xeno-canto
audio/xc/1020658.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,2:39,xeno-canto
audio/xc/1020657.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,2:25,xeno-canto
audio/xc/1020656.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,2:16,xeno-canto
audio/xc/1020655.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,2:38,xeno-canto
audio/xc/1020654.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:58,xeno-canto
audio/xc/1020653.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,0:50,xeno-canto
audio/xc/1020652.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:45,xeno-canto
audio/xc/1020651.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:45,xeno-canto
audio/xc/1020650.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,2:21,xeno-canto
audio/xc/1020649.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,0:25,xeno-canto
audio/xc/1020647.mp3,wilson's_snipe,Wilson's Snipe,"flight call, nocturnal flight call",4,0:09,xeno-canto
audio/xc/1020646.mp3,wilson's_snipe,Wilson's Snipe,flight call,4,0:04,xeno-canto
audio/xc/1012873.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, displaying in flight",4,11:31,xeno-canto
audio/xc/1012872.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, displaying in flight",4,0:20,xeno-canto
audio/xc/1012871.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, displaying in flight",4,4:17,xeno-canto
audio/xc/1012870.mp3,wilson's_snipe,Wilson's Snipe,"song, song from the ground",4,0:09,xeno-canto
audio/xc/1012731.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,1:34,xeno-canto
audio/xc/1012730.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,0:52,xeno-canto
audio/xc/1012729.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",4,0:40,xeno-canto
audio/xc/1012728.mp3,wilson's_snipe,Wilson's Snipe,"song, song from the ground",4,0:09,xeno-canto
audio/xc/961931.mp3,wilson's_snipe,Wilson's Snipe,call,4,1:32,xeno-canto
audio/xc/921393.mp3,wilson's_snipe,Wilson's Snipe,Winnowing,4,1:30,xeno-canto
audio/xc/919579.mp3,wilson's_snipe,Wilson's Snipe,call,4,3:45,xeno-canto
audio/xc/837812.mp3,wilson's_snipe,Wilson's Snipe,flight call,4,0:52,xeno-canto
audio/xc/802858.mp3,wilson's_snipe,Wilson's Snipe,nocturnal flight call,4,0:07,xeno-canto
audio/xc/800400.mp3,wilson's_snipe,Wilson's Snipe,,4,2:40,xeno-canto
audio/xc/729538.mp3,wilson's_snipe,Wilson's Snipe,song,4,0:11,xeno-canto
audio/xc/379002.mp3,wilson's_snipe,Wilson's Snipe,call,4,0:12,xeno-canto
audio/xc/337959.mp3,wilson's_snipe,Wilson's Snipe,song,4,3:56,xeno-canto
audio/xc/335697.mp3,wilson's_snipe,Wilson's Snipe,aerial display,4,3:19,xeno-canto
audio/xc/335696.mp3,wilson's_snipe,Wilson's Snipe,aerial display,4,1:43,xeno-canto
audio/xc/333615.mp3,wilson's_snipe,Wilson's Snipe,aerial display,4,1:44,xeno-canto
audio/xc/324866.mp3,wilson's_snipe,Wilson's Snipe,flight call,4,0:09,xeno-canto
audio/xc/323555.mp3,wilson's_snipe,Wilson's Snipe,call,4,0:11,xeno-canto
audio/xc/293863.mp3,wilson's_snipe,Wilson's Snipe,call,4,0:10,xeno-canto
audio/xc/293859.mp3,wilson's_snipe,Wilson's Snipe,call,4,0:08,xeno-canto
audio/xc/190130.mp3,wilson's_snipe,Wilson's Snipe,winnowing,4,0:35,xeno-canto
audio/xc/188823.mp3,wilson's_snipe,Wilson's Snipe,winnowing,4,0:15,xeno-canto
audio/xc/187266.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,0:33,xeno-canto
audio/xc/187265.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,1:25,xeno-canto
audio/xc/187264.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,2:37,xeno-canto
audio/xc/187263.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,1:37,xeno-canto
audio/xc/187262.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,0:37,xeno-canto
audio/xc/187261.mp3,wilson's_snipe,Wilson's Snipe,song,4,0:49,xeno-canto
audio/xc/187260.mp3,wilson's_snipe,Wilson's Snipe,song,4,0:23,xeno-canto
audio/xc/187259.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,2:07,xeno-canto
audio/xc/187258.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,0:27,xeno-canto
audio/xc/187257.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,0:20,xeno-canto
audio/xc/187236.mp3,wilson's_snipe,Wilson's Snipe,"song, winnowing",4,3:55,xeno-canto
audio/xc/187235.mp3,wilson's_snipe,Wilson's Snipe,winnowing,4,1:15,xeno-canto
audio/xc/187233.mp3,wilson's_snipe,Wilson's Snipe,song,4,0:45,xeno-canto
audio/xc/186352.mp3,wilson's_snipe,Wilson's Snipe,winnowing,4,4:32,xeno-canto
audio/xc/185866.mp3,wilson's_snipe,Wilson's Snipe,song,4,2:11,xeno-canto
audio/xc/164253.mp3,wilson's_snipe,Wilson's Snipe,"call, winnowing",4,0:06,xeno-canto
audio/xc/160815.mp3,wilson's_snipe,Wilson's Snipe,winnowing,4,0:24,xeno-canto
audio/xc/153864.mp3,wilson's_snipe,Wilson's Snipe,call,4,0:08,xeno-canto
audio/xc/153355.mp3,wilson's_snipe,Wilson's Snipe,"call, song, winnowing",4,2:01,xeno-canto
audio/xc/153347.mp3,wilson's_snipe,Wilson's Snipe,call,4,1:00,xeno-canto
audio/xc/153333.mp3,wilson's_snipe,Wilson's Snipe,call,4,0:06,xeno-canto
audio/xc/153178.mp3,wilson's_snipe,Wilson's Snipe,call,4,1:44,xeno-canto
audio/xc/153046.mp3,wilson's_snipe,Wilson's Snipe,"call, winnowing",4,5:00,xeno-canto
audio/xc/149732.mp3,wilson's_snipe,Wilson's Snipe,call,4,1:21,xeno-canto
audio/xc/143694.mp3,wilson's_snipe,Wilson's Snipe,"call, flight call, winnowing",4,5:00,xeno-canto
audio/xc/66182.mp3,wilson's_snipe,Wilson's Snipe,"call, display calls",4,0:54,xeno-canto
audio/xc/1020666.mp3,wilson's_snipe,Wilson's Snipe,"flight call, song, display",3,1:27,xeno-canto
audio/xc/990976.mp3,wilson's_snipe,Wilson's Snipe,call,3,1:49,xeno-canto
audio/xc/922734.mp3,wilson's_snipe,Wilson's Snipe,Winnnowing,3,1:34,xeno-canto
audio/xc/898191.mp3,wilson's_snipe,Wilson's Snipe,call,3,0:04,xeno-canto
audio/xc/858922.mp3,wilson's_snipe,Wilson's Snipe,song,3,0:08,xeno-canto
audio/xc/653037.mp3,wilson's_snipe,Wilson's Snipe,winnow,3,0:29,xeno-canto
audio/xc/298453.mp3,wilson's_snipe,Wilson's Snipe,call,3,0:06,xeno-canto
audio/xc/255009.mp3,wilson's_snipe,Wilson's Snipe,call,3,0:11,xeno-canto
